Year,Year ending,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"Rate per 100,000 population"
2017,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"13,760",218.4
2017,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,013",16.1
2017,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,2,0
2017,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,6,0.1
2017,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,17,0.3
2017,September,F Other offences,F20 Transport regulation offences,F21 Public transport,461,7.3
2017,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,15,0.2
2017,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,102,1.6
2017,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,31,0.5
2017,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,72,1.1
2017,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,24,0.4
2017,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,222,3.5
2017,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,175,2.8
2017,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,24,0.4
2017,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,5,0.1
2017,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,51,0.8
2017,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,75,1.2
2017,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,65,1
2017,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,43,0.7
2017,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,178,2.8
2017,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,17,0.3
2017,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,49,0.8
2016,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,61,1
2016,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,54,0.9
2016,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,9,0.1
2016,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,74,1.2
2016,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,775",142.1
2016,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,400",136.1
2016,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","3,010",48.8
2016,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"13,482",218.4
2016,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"8,907",144.3
2016,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,241",68.7
2016,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"6,168",99.9
2016,September,A Crimes against the person,A30 Sexual offences,A33 Incest,391,6.3
2016,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,184",19.2
2016,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,354,5.7
2016,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,209,3.4
2016,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,596,9.7
2016,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,711",43.9
2016,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,359,5.8
2016,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,125,2
2016,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,75,1.2
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,513",24.5
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,183",19.2
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,884",30.5
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,889,14.4
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"4,142",67.1
2016,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,056",49.5
2016,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,659,10.7
2016,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,72,1.2
2016,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,145",18.5
2016,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"3,692",59.8
2016,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"3,493",56.6
2016,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,227,3.7
2016,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,840,13.6
2016,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"40,293",652.7
2016,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,125",50.6
2016,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,462,7.5
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"3,840",62.2
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,123,2
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,9,0.1
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"32,792",531.2
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"17,313",280.5
2016,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,150,2.4
2016,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"23,100",374.2
2016,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"66,527","1,077.70"
2016,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"22,538",365.1
2016,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"6,906",111.9
2016,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"17,431",282.4
2016,September,B Property and deception offences,B40 Theft,B46 Fare evasion,125,2
2016,September,B Property and deception offences,B40 Theft,B49 Other theft,"49,984",809.7
2016,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,569",57.8
2016,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,14,0.2
2016,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"31,355",507.9
2016,September,B Property and deception offences,B50 Deception,B54 State false information,"1,313",21.3
2016,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,8,0.1
2016,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,124,2
2016,September,B Property and deception offences,B50 Deception,B59 Other deception offences,302,4.9
2016,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,22,0.4
2016,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,47,0.8
2016,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,955",80.3
2016,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,988,16
2016,September,C Drug offences,C20 Cultivate or manufacture drugs,C22 Manufacture drugs,1,0
2016,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,636,10.3
2016,September,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,222",19.8
2016,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"22,506",364.6
2016,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,24,0.4
2016,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,717",76.4
2016,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,562",171.1
2016,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,416,6.7
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,300",21.1
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"8,210",133
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"4,051",65.6
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,969,15.7
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,795",29.1
2016,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,296,4.8
2016,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,112,1.8
2016,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,300,4.9
2016,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,91,1.5
2016,September,D Public order and security offences,D30 Public nuisance offences,D34 Defamation and libel,1,0
2016,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,829",45.8
2016,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,150,2.4
2016,September,D Public order and security offences,D40 Public security offences,D41 Immigration offences,3,0
2016,September,D Public order and security offences,D40 Public security offences,D43 Hacking,91,1.5
2016,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,1,0
2016,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,228,3.7
2016,September,E Justice procedures offences,E10 Justice procedures,E12 Fail to appear,1,0
2016,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"10,066",163.1
2016,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,736,11.9
2016,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,848,13.7
2016,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,777",28.8
2016,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"37,051",600.2
2016,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"2,934",47.5
2016,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"17,192",278.5
2016,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,066",17.3
2016,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,6,0.1
2016,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,2,0
2016,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,6,0.1
2016,September,F Other offences,F20 Transport regulation offences,F21 Public transport,415,6.7
2016,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,85,1.4
2016,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,30,0.5
2016,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,107,1.7
2016,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,21,0.3
2016,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,70,1.1
2016,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,119,1.9
2016,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,35,0.6
2016,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,3,0
2016,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,82,1.3
2016,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,135,2.2
2016,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,72,1.2
2016,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,73,1.2
2016,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,251,4.1
2016,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,25,0.4
2016,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,47,0.8
2015,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,56,0.9
2015,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,37,0.6
2015,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,17,0.3
2015,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,67,1.1
2015,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,012",133
2015,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,252",137
2015,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,894",48.1
2015,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"10,639",176.7
2015,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"8,151",135.3
2015,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"4,008",66.6
2015,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,835",96.9
2015,September,A Crimes against the person,A30 Sexual offences,A33 Incest,469,7.8
2015,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,531",25.4
2015,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,190,3.2
2015,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,181,3
2015,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,545,9
2015,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,250",37.4
2015,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,268,4.5
2015,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,162,2.7
2015,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,69,1.1
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,449",24.1
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,246",20.7
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,"1,333",22.1
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,"1,220",20.3
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,655",60.7
2015,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"3,168",52.6
2015,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,561,9.3
2015,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,66,1.1
2015,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,"1,082",18
2015,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"2,946",48.9
2015,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,761",45.8
2015,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,99,1.6
2015,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,538,8.9
2015,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"38,613",641.2
2015,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,370",56
2015,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,427,7.1
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"2,775",46.1
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,98,1.6
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,21,0.3
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"29,461",489.2
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"15,074",250.3
2015,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,233,3.9
2015,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"17,625",292.7
2015,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"52,565",872.8
2015,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"21,016",349
2015,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"5,986",99.4
2015,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"13,553",225
2015,September,B Property and deception offences,B40 Theft,B46 Fare evasion,147,2.4
2015,September,B Property and deception offences,B40 Theft,B49 Other theft,"47,631",790.9
2015,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"4,530",75.2
2015,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,20,0.3
2015,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"29,658",492.5
2015,September,B Property and deception offences,B50 Deception,B54 State false information,"1,022",17
2015,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,71,1.2
2015,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,148,2.5
2015,September,B Property and deception offences,B50 Deception,B59 Other deception offences,702,11.7
2015,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,46,0.8
2015,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,32,0.5
2015,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"5,216",86.6
2015,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,102",18.3
2015,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,677,11.2
2015,September,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,218",20.2
2015,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"21,294",353.6
2015,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,260,4.3
2015,September,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,"4,655",77.3
2015,September,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,"10,404",172.8
2015,September,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,315,5.2
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,"1,150",19.1
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"9,701",161.1
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,"4,881",81
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,"1,255",20.8
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,"1,585",26.3
2015,September,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,287,4.8
2015,September,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,61,1
2015,September,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,271,4.5
2015,September,D Public order and security offences,D30 Public nuisance offences,D33 Begging,82,1.4
2015,September,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,"2,262",37.6
2015,September,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,165,2.7
2015,September,D Public order and security offences,D40 Public security offences,D41 Immigration offences,1,0
2015,September,D Public order and security offences,D40 Public security offences,D43 Hacking,195,3.2
2015,September,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,1,0
2015,September,D Public order and security offences,D40 Public security offences,D49 Other public security offences,6,0.1
2015,September,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,181,3
2015,September,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,"4,461",74.1
2015,September,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,938,15.6
2015,September,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,755,12.5
2015,September,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,"1,454",24.1
2015,September,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,"29,291",486.4
2015,September,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,"2,790",46.3
2015,September,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"17,976",298.5
2015,September,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,"1,122",18.6
2015,September,F Other offences,F10 Regulatory driving offences,F11 Drink driving,9,0.1
2015,September,F Other offences,F10 Regulatory driving offences,F14 Parking offences,2,0
2015,September,F Other offences,F10 Regulatory driving offences,F15 Licensing offences,11,0.2
2015,September,F Other offences,F10 Regulatory driving offences,F16 Registration and roadworthiness offences,1,0
2015,September,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,8,0.1
2015,September,F Other offences,F20 Transport regulation offences,F21 Public transport,231,3.8
2015,September,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,5,0.1
2015,September,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,86,1.4
2015,September,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,17,0.3
2015,September,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,119,2
2015,September,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,30,0.5
2015,September,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,79,1.3
2015,September,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,145,2.4
2015,September,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,55,0.9
2015,September,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,8,0.1
2015,September,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,95,1.6
2015,September,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,101,1.7
2015,September,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,37,0.6
2015,September,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,134,2.2
2015,September,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,236,3.9
2015,September,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,66,1.1
2015,September,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,32,0.5
2014,September,A Crimes against the person,A10 Homicide and related offences,A11 Murder,53,0.9
2014,September,A Crimes against the person,A10 Homicide and related offences,A12 Attempted murder,40,0.7
2014,September,A Crimes against the person,A10 Homicide and related offences,A14 Manslaughter & A13  Accessory/ conspiracy to murder,24,0.4
2014,September,A Crimes against the person,A10 Homicide and related offences,A15 Driving causing death,76,1.3
2014,September,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,"8,073",136.9
2014,September,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,"8,989",152.5
2014,September,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer","2,744",46.5
2014,September,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,"9,861",167.3
2014,September,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,"7,803",132.4
2014,September,A Crimes against the person,A30 Sexual offences,A31 Rape,"3,674",62.3
2014,September,A Crimes against the person,A30 Sexual offences,A32 Indecent assault,"5,189",88
2014,September,A Crimes against the person,A30 Sexual offences,A33 Incest,462,7.8
2014,September,A Crimes against the person,A30 Sexual offences,A34 Sexual offences against children,"1,120",19
2014,September,A Crimes against the person,A30 Sexual offences,A39 Other sexual offences,209,3.5
2014,September,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,160,2.7
2014,September,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,491,8.3
2014,September,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,"2,285",38.8
2014,September,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,257,4.4
2014,September,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,123,2.1
2014,September,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,84,1.4
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,"1,396",23.7
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,"1,466",24.9
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,921,15.6
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,864,14.7
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,"3,531",59.9
2014,September,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,"2,829",48
2014,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,401,6.8
2014,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,85,1.4
2014,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,926,15.7
2014,September,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,"2,882",48.9
2014,September,B Property and deception offences,B10 Arson,B11 Cause damage by fire,"2,899",49.2
2014,September,B Property and deception offences,B10 Arson,B12 Cause a bushfire,115,2
2014,September,B Property and deception offences,B10 Arson,B19 Other fire related offences,530,9
2014,September,B Property and deception offences,B20 Property damage,B21 Criminal damage,"39,597",671.7
2014,September,B Property and deception offences,B20 Property damage,B22 Graffiti,"3,274",55.5
2014,September,B Property and deception offences,B20 Property damage,B29 Other property damage offences,419,7.1
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,"2,420",41.1
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,97,1.6
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,29,0.5
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,"28,497",483.4
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,"14,483",245.7
2014,September,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,265,4.5
2014,September,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,"17,084",289.8
2014,September,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,"48,986",831
2014,September,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"20,640",350.1
2014,September,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,"5,082",86.2
2014,September,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,"11,394",193.3
2014,September,B Property and deception offences,B40 Theft,B46 Fare evasion,143,2.4
2014,September,B Property and deception offences,B40 Theft,B49 Other theft,"45,523",772.2
2014,September,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,"3,442",58.4
2014,September,B Property and deception offences,B50 Deception,B52 Possess equipment to make false instrument,13,0.2
2014,September,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"29,000",491.9
2014,September,B Property and deception offences,B50 Deception,B54 State false information,"1,114",18.9
2014,September,B Property and deception offences,B50 Deception,B55 Deceptive business practices,65,1.1
2014,September,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,85,1.4
2014,September,B Property and deception offences,B50 Deception,B59 Other deception offences,112,1.9
2014,September,B Property and deception offences,B60 Bribery,B61 Bribery of officials,5,0.1
2014,September,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,34,0.6
2014,September,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,"4,398",74.6
2014,September,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,"1,015",17.2
2014,September,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,695,11.8
2014,September,C Drug offences,C30 Drug use and possession,C31 Drug use,"1,217",20.6
2014,September,C Drug offences,C30 Drug use and possession,C32 Drug possession,"18,041",306
2014,September,C Drug offences,C90 Other drug offences,C99 Other drug offences,34,0.6
